WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
13,San Diego,San Diego Open,2024-03-01,WTA500,Outdoor,Hard,Quarterfinals,3,Navarro E.,Saville D.,26.0,148.0,1868.0,519.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.36,3.2,1.35,3.52,1.4,3.52,1.35,3.13
13,San Diego,San Diego Open,2024-03-02,WTA500,Outdoor,Hard,Quarterfinals,3,Pegula J.,Blinkova A.,5.0,51.0,5050.0,1192.0,6.0,1.0,2.0,6.0,6.0,2.0,2.0,1.0,Completed,1.14,5.5,1.26,4.31,1.26,5.55,1.2,4.58
13,San Diego,San Diego Open,2024-03-02,WTA500,Outdoor,Hard,Quarterfinals,3,Kostyuk M.,Pavlyuchenkova A.,34.0,25.0,1521.0,1874.0,3.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,2.3,1.62,2.39,1.65,2.39,1.67,2.26,1.63
13,San Diego,San Diego Open,2024-03-02,WTA500,Outdoor,Hard,Semifinals,3,Boulter K.,Navarro E.,49.0,26.0,1218.0,1868.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,2.5,1.53,2.72,1.52,2.75,1.54,2.53,1.51
13,San Diego,San Diego Open,2024-03-03,WTA500,Outdoor,Hard,Semifinals,3,Kostyuk M.,Pegula J.,34.0,5.0,1521.0,5050.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,3.2,1.36,3.09,1.43,3.2,1.43,3.01,1.38
13,San Diego,San Diego Open,2024-03-03,WTA500,Outdoor,Hard,The Final,3,Boulter K.,Kostyuk M.,49.0,34.0,1218.0,1521.0,5.0,7.0,6.0,2.0,6.0,2.0,2.0,1.0,Completed,2.0,1.8,2.07,1.85,2.1,1.85,2.01,1.79
14,Indian Wells,BNP Paribas Open,2024-03-06,WTA1000,Outdoor,Hard,1st Round,3,Maria T.,Rus A.,46.0,48.0,1270.0,1244.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,2.0,1.8,2.05,1.85,2.1,1.93,1.99,1.82
14,Indian Wells,BNP Paribas Open,2024-03-06,WTA1000,Outdoor,Hard,1st Round,3,Bouzkova M.,Sorribes Tormo S.,40.0,50.0,1379.0,1209.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.44,2.75,1.49,2.8,1.51,2.8,1.48,2.68
14,Indian Wells,BNP Paribas Open,2024-03-06,WTA1000,Outdoor,Hard,1st Round,3,Kerber A.,Martic P.,607.0,58.0,71.0,1143.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,2.75,1.44,2.78,1.5,2.81,1.5,2.69,1.48
14,Indian Wells,BNP Paribas Open,2024-03-06,WTA1000,Outdoor,Hard,1st Round,3,Sramkova R.,Wang Y.,127.0,66.0,593.0,1038.0,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,2.75,1.44,2.69,1.52,2.85,1.52,2.69,1.47
14,Indian Wells,BNP Paribas Open,2024-03-06,WTA1000,Outdoor,Hard,1st Round,3,Hontama M.,Zhang S.,120.0,713.0,639.0,49.0,5.0,7.0,6.0,2.0,6.0,0.0,2.0,1.0,Completed,1.36,3.2,1.34,3.5,1.38,3.53,1.33,3.34
14,Indian Wells,BNP Paribas Open,2024-03-06,WTA1000,Outdoor,Hard,1st Round,3,Volynets K.,Andreeva M.,131.0,38.0,582.0,1418.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,3.5,1.3,3.71,1.32,3.71,1.34,3.43,1.31
14,Indian Wells,BNP Paribas Open,2024-03-06,WTA1000,Outdoor,Hard,1st Round,3,Giorgi C.,Boulter K.,106.0,27.0,691.0,1700.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,3.2,1.36,3.35,1.37,3.37,1.38,3.17,1.36
14,Indian Wells,BNP Paribas Open,2024-03-06,WTA1000,Outdoor,Hard,1st Round,3,Pera B.,Saville D.,78.0,116.0,906.0,652.0,7.0,5.0,4.0,6.0,7.0,6.0,2.0,1.0,Completed,2.0,1.8,1.97,1.92,2.02,1.92,1.99,1.82
14,Indian Wells,BNP Paribas Open,2024-03-06,WTA1000,Outdoor,Hard,1st Round,3,Putintseva Y.,Korpatsch T.,79.0,76.0,898.0,918.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,,,,,,,,
14,Indian Wells,BNP Paribas Open,2024-03-07,WTA1000,Outdoor,Hard,1st Round,3,Burel C.,Wang Xiy.,47.0,52.0,1253.0,1199.0,4.0,6.0,6.0,2.0,6.0,4.0,2.0,1.0,Completed,2.2,1.67,2.23,1.71,2.25,1.71,2.19,1.68
14,Indian Wells,BNP Paribas Open,2024-03-07,WTA1000,Outdoor,Hard,1st Round,3,Bronzetti L.,Frech M.,53.0,43.0,1192.0,1315.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,2.5,1.53,2.6,1.55,2.61,1.58,2.49,1.54
14,Indian Wells,BNP Paribas Open,2024-03-07,WTA1000,Outdoor,Hard,1st Round,3,Siniakova K.,Minnen G.,41.0,81.0,1352.0,879.0,7.0,5.0,7.0,6.0,,,2.0,0.0,Completed,1.33,3.4,1.31,3.78,1.34,3.78,1.31,3.51
14,Indian Wells,BNP Paribas Open,2024-03-07,WTA1000,Outdoor,Hard,1st Round,3,Raducanu E.,Masarova R.,250.0,96.0,301.0,757.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.57,2.38,1.58,2.53,1.59,2.57,1.54,2.47
14,Indian Wells,BNP Paribas Open,2024-03-07,WTA1000,Outdoor,Hard,1st Round,3,Podoroska N.,Krueger A.,84.0,71.0,852.0,983.0,3.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,3.4,1.33,3.68,1.32,3.68,1.35,3.45,1.31
14,Indian Wells,BNP Paribas Open,2024-03-07,WTA1000,Outdoor,Hard,1st Round,3,Collins D.,Andreeva E.,56.0,98.0,1180.0,739.0,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,1.36,3.2,1.44,2.98,1.45,3.2,1.4,3.02
14,Indian Wells,BNP Paribas Open,2024-03-07,WTA1000,Outdoor,Hard,1st Round,3,Parrizas Diaz N.,Kessler M.,134.0,123.0,559.0,618.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,2.5,1.53,2.5,1.59,2.6,1.59,2.44,1.56
14,Indian Wells,BNP Paribas Open,2024-03-07,WTA1000,Outdoor,Hard,1st Round,3,Wozniacki C.,Zhu L.,204.0,62.0,373.0,1072.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,1.67,2.2,1.69,2.29,1.73,2.29,1.68,2.2
14,Indian Wells,BNP Paribas Open,2024-03-07,WTA1000,Outdoor,Hard,1st Round,3,Hibino N.,Williams V.,80.0,487.0,888.0,112.0,2.0,6.0,6.0,3.0,6.0,0.0,2.0,1.0,Completed,1.29,3.75,1.31,3.78,1.31,4.0,1.28,3.71
14,Indian Wells,BNP Paribas Open,2024-03-07,WTA1000,Outdoor,Hard,1st Round,3,Baptiste H.,Montgomery R.,105.0,199.0,692.0,387.0,6.0,2.0,4.0,6.0,6.0,1.0,2.0,1.0,Completed,1.73,2.1,1.83,2.08,1.83,2.1,1.77,2.06
14,Indian Wells,BNP Paribas Open,2024-03-07,WTA1000,Outdoor,Hard,1st Round,3,Blinkova A.,Pliskova Ka.,45.0,39.0,1270.0,1392.0,6.0,1.0,2.0,6.0,6.0,4.0,2.0,1.0,Completed,3.0,1.4,3.07,1.42,3.07,1.44,2.92,1.41
14,Indian Wells,BNP Paribas Open,2024-03-07,WTA1000,Outdoor,Hard,1st Round,3,Townsend T.,Linette M.,77.0,54.0,911.0,1190.0,3.0,6.0,7.0,6.0,6.0,1.0,2.0,1.0,Completed,1.73,2.1,1.72,2.24,1.76,2.25,1.7,2.17
14,Indian Wells,BNP Paribas Open,2024-03-07,WTA1000,Outdoor,Hard,1st Round,3,Osaka N.,Errani S.,287.0,100.0,258.0,727.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.17,5.0,1.22,4.84,1.22,5.0,1.2,4.55
14,Indian Wells,BNP Paribas Open,2024-03-08,WTA1000,Outdoor,Hard,1st Round,3,Parry D.,Trevisan M.,61.0,59.0,1098.0,1125.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.57,2.38,1.61,2.44,1.62,2.45,1.59,2.36
14,Indian Wells,BNP Paribas Open,2024-03-08,WTA1000,Outdoor,Hard,1st Round,3,Wang Xin.,Schmiedlova A.,42.0,69.0,1346.0,993.0,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,1.25,4.0,1.3,3.82,1.3,4.01,1.27,3.79
14,Indian Wells,BNP Paribas Open,2024-03-08,WTA1000,Outdoor,Hard,1st Round,3,Dodin O.,Avanesyan E.,85.0,63.0,850.0,1050.0,1.0,6.0,6.0,3.0,7.0,6.0,2.0,1.0,Completed,2.0,1.8,2.0,1.89,2.06,1.89,1.99,1.82
14,Indian Wells,BNP Paribas Open,2024-03-08,WTA1000,Outdoor,Hard,1st Round,3,Tsurenko L.,Hovde L.,37.0,286.0,1447.0,259.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.44,2.75,1.44,3.0,1.53,3.0,1.43,2.82
14,Indian Wells,BNP Paribas Open,2024-03-08,WTA1000,Outdoor,Hard,1st Round,3,Dolehide C.,Bucsa C.,51.0,67.0,1200.0,1020.0,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,2.2,1.67,2.2,1.74,2.25,1.74,2.17,1.69
14,Indian Wells,BNP Paribas Open,2024-03-08,WTA1000,Outdoor,Hard,1st Round,3,Stephens S.,Sherif M.,44.0,70.0,1297.0,983.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.14,5.5,1.17,5.93,1.19,5.93,1.16,5.39
14,Indian Wells,BNP Paribas Open,2024-03-08,WTA1000,Outdoor,Hard,1st Round,3,Yuan Y.,Gracheva V.,49.0,68.0,1241.0,1016.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.29,3.75,1.3,3.81,1.3,4.0,1.29,3.67
14,Indian Wells,BNP Paribas Open,2024-03-08,WTA1000,Outdoor,Hard,1st Round,3,Stearns P.,Cocciaretto E.,64.0,60.0,1046.0,1114.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,2.2,1.67,2.29,1.69,2.25,1.69,2.22,1.63
14,Indian Wells,BNP Paribas Open,2024-03-08,WTA1000,Outdoor,Hard,1st Round,3,Shnaider D.,Bogdan A.,74.0,65.0,963.0,1044.0,5.0,7.0,7.0,6.0,6.0,3.0,2.0,1.0,Completed,1.67,2.2,1.65,2.38,1.72,2.38,1.65,2.25
14,Indian Wells,BNP Paribas Open,2024-03-08,WTA1000,Outdoor,Hard,1st Round,3,Tomova V.,Kenin S.,75.0,55.0,949.0,1189.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,2.2,1.67,2.41,1.63,2.41,1.67,2.3,1.62
14,Indian Wells,BNP Paribas Open,2024-03-08,WTA1000,Outdoor,Hard,2nd Round,3,Pavlyuchenkova A.,Parrizas Diaz N.,24.0,134.0,1981.0,559.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.25,4.0,1.21,4.97,1.25,4.97,1.21,4.5
14,Indian Wells,BNP Paribas Open,2024-03-08,WTA1000,Outdoor,Hard,2nd Round,3,Kerber A.,Ostapenko J.,607.0,10.0,71.0,3548.0,5.0,7.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,3.75,1.29,4.19,1.27,4.25,1.29,3.9,1.26
14,Indian Wells,BNP Paribas Open,2024-03-08,WTA1000,Outdoor,Hard,2nd Round,3,Putintseva Y.,Alexandrova E.,79.0,16.0,898.0,2475.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,2.75,1.44,2.67,1.53,2.8,1.56,2.67,1.48
14,Indian Wells,BNP Paribas Open,2024-03-08,WTA1000,Outdoor,Hard,2nd Round,3,Vondrousova M.,Pera B.,7.0,78.0,4070.0,906.0,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,1.3,3.5,1.38,3.26,1.44,3.65,1.35,3.23
14,Indian Wells,BNP Paribas Open,2024-03-08,WTA1000,Outdoor,Hard,2nd Round,3,Swiatek I.,Collins D.,1.0,56.0,10105.0,1180.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.1,7.0,1.11,8.09,1.14,8.3,1.1,6.97
14,Indian Wells,BNP Paribas Open,2024-03-08,WTA1000,Outdoor,Hard,2nd Round,3,Kudermetova V.,Hibino N.,19.0,80.0,2305.0,888.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,1.33,3.4,1.34,3.51,1.35,3.52,1.32,3.39
14,Indian Wells,BNP Paribas Open,2024-03-08,WTA1000,Outdoor,Hard,2nd Round,3,Wozniacki C.,Vekic D.,204.0,36.0,373.0,1518.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,2.0,1.8,1.92,1.97,2.02,1.97,1.96,1.86
14,Indian Wells,BNP Paribas Open,2024-03-08,WTA1000,Outdoor,Hard,2nd Round,3,Kostyuk M.,Hontama M.,32.0,120.0,1566.0,639.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.17,5.0,1.23,4.68,1.23,5.05,1.2,4.64
14,Indian Wells,BNP Paribas Open,2024-03-09,WTA1000,Outdoor,Hard,2nd Round,3,Paolini J.,Maria T.,14.0,46.0,2700.0,1270.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.33,3.4,1.37,3.34,1.38,3.4,1.36,3.18
14,Indian Wells,BNP Paribas Open,2024-03-09,WTA1000,Outdoor,Hard,2nd Round,3,Potapova A.,Bouzkova M.,33.0,40.0,1557.0,1379.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,2.1,1.73,2.31,1.68,2.33,1.73,2.21,1.67
14,Indian Wells,BNP Paribas Open,2024-03-09,WTA1000,Outdoor,Hard,2nd Round,3,Haddad Maia B.,Sramkova R.,13.0,127.0,2870.0,593.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.22,4.33,1.21,4.87,1.23,5.0,1.2,4.63
14,Indian Wells,BNP Paribas Open,2024-03-09,WTA1000,Outdoor,Hard,2nd Round,3,Volynets K.,Jabeur O.,131.0,6.0,582.0,4173.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,2.75,1.44,2.58,1.56,2.75,1.62,2.55,1.52
14,Indian Wells,BNP Paribas Open,2024-03-09,WTA1000,Outdoor,Hard,2nd Round,3,Kalinskaya A.,Townsend T.,25.0,77.0,1943.0,911.0,7.0,5.0,3.0,6.0,6.0,4.0,2.0,1.0,Completed,1.33,3.4,1.38,3.3,1.39,3.5,1.35,3.25
14,Indian Wells,BNP Paribas Open,2024-03-09,WTA1000,Outdoor,Hard,2nd Round,3,Noskova L.,Giorgi C.,29.0,106.0,1613.0,691.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.44,2.75,1.54,2.62,1.54,2.78,1.5,2.6
14,Indian Wells,BNP Paribas Open,2024-03-09,WTA1000,Outdoor,Hard,2nd Round,3,Podoroska N.,Day K.,84.0,88.0,852.0,818.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.67,2.2,1.72,2.21,1.83,2.21,1.74,2.11
14,Indian Wells,BNP Paribas Open,2024-03-09,WTA1000,Outdoor,Hard,2nd Round,3,Keys M.,Baptiste H.,20.0,105.0,2287.0,692.0,6.0,4.0,4.0,6.0,7.0,6.0,2.0,1.0,Completed,1.5,2.63,1.56,2.59,1.68,2.75,1.51,2.56
14,Indian Wells,BNP Paribas Open,2024-03-09,WTA1000,Outdoor,Hard,2nd Round,3,Kasatkina D.,Dodin O.,12.0,85.0,3063.0,850.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.25,4.0,1.26,4.21,1.26,4.62,1.23,4.22
14,Indian Wells,BNP Paribas Open,2024-03-09,WTA1000,Outdoor,Hard,2nd Round,3,Bronzetti L.,Kalinina A.,53.0,35.0,1192.0,1538.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,2.5,1.53,2.51,1.59,2.51,1.63,2.41,1.57
14,Indian Wells,BNP Paribas Open,2024-03-09,WTA1000,Outdoor,Hard,2nd Round,3,Gauff C.,Burel C.,3.0,47.0,6975.0,1253.0,2.0,6.0,6.0,3.0,7.0,6.0,2.0,1.0,Completed,1.13,6.0,1.13,7.2,1.15,7.2,1.12,6.3
14,Indian Wells,BNP Paribas Open,2024-03-09,WTA1000,Outdoor,Hard,2nd Round,3,Parry D.,Fernandez L.A.,61.0,34.0,1098.0,1545.0,7.0,5.0,5.0,7.0,6.0,2.0,2.0,1.0,Completed,2.75,1.44,2.76,1.5,2.88,1.54,2.73,1.46
14,Indian Wells,BNP Paribas Open,2024-03-09,WTA1000,Outdoor,Hard,2nd Round,3,Raducanu E.,Yastremska D.,250.0,31.0,301.0,1577.0,4.0,0.0,,,,,0.0,0.0,Retired,1.62,2.3,1.61,2.44,1.65,2.48,1.59,2.36
14,Indian Wells,BNP Paribas Open,2024-03-09,WTA1000,Outdoor,Hard,2nd Round,3,Sakkari M.,Shnaider D.,9.0,74.0,3565.0,963.0,5.0,7.0,6.0,4.0,6.0,0.0,2.0,1.0,Completed,1.5,2.63,1.5,2.74,1.54,2.75,1.49,2.64
14,Indian Wells,BNP Paribas Open,2024-03-09,WTA1000,Outdoor,Hard,2nd Round,3,Mertens E.,Wang Xin.,28.0,42.0,1646.0,1346.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.8,2.0,1.89,2.0,1.89,2.2,1.81,2.01
14,Indian Wells,BNP Paribas Open,2024-03-09,WTA1000,Outdoor,Hard,2nd Round,3,Garcia C.,Tomova V.,26.0,75.0,1920.0,949.0,6.0,1.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.5,2.63,1.52,2.68,1.53,2.75,1.49,2.61
14,Indian Wells,BNP Paribas Open,2024-03-09,WTA1000,Outdoor,Hard,2nd Round,3,Blinkova A.,Pegula J.,45.0,5.0,1270.0,5145.0,6.0,2.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,4.5,1.2,4.47,1.24,5,1.27,4.38,1.21
14,Indian Wells,BNP Paribas Open,2024-03-09,WTA1000,Outdoor,Hard,2nd Round,3,Stephens S.,Cirstea S.,44.0,22.0,1297.0,2223.0,6.0,0.0,7.0,5.0,,,2.0,0.0,Completed,2.0,1.8,2.23,1.72,2.23,1.8,2.12,1.73
14,Indian Wells,BNP Paribas Open,2024-03-09,WTA1000,Outdoor,Hard,2nd Round,3,Dolehide C.,Azarenka V.,51.0,30.0,1200.0,1591.0,7.0,5.0,2.0,6.0,6.0,3.0,2.0,1.0,Completed,4.5,1.2,4.5,1.24,4.5,1.26,4.25,1.22
14,Indian Wells,BNP Paribas Open,2024-03-09,WTA1000,Outdoor,Hard,2nd Round,3,Osaka N.,Samsonova L.,287.0,15.0,258.0,2605.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.91,1.91,1.91,1.98,1.95,1.98,1.89,1.92
14,Indian Wells,BNP Paribas Open,2024-03-10,WTA1000,Outdoor,Hard,2nd Round,3,Svitolina E.,Siniakova K.,17.0,41.0,2332.0,1352.0,6.0,3.0,2.0,6.0,6.0,1.0,2.0,1.0,Completed,1.44,2.75,1.52,2.71,1.55,2.75,1.49,2.63
14,Indian Wells,BNP Paribas Open,2024-03-10,WTA1000,Outdoor,Hard,2nd Round,3,Sabalenka A.,Stearns P.,2.0,64.0,8725.0,1046.0,6.0,7.0,6.0,2.0,7.0,6.0,2.0,1.0,Completed,1.08,8.0,1.08,9.46,1.13,10.13,1.08,8.05
14,Indian Wells,BNP Paribas Open,2024-03-10,WTA1000,Outdoor,Hard,2nd Round,3,Navarro E.,Tsurenko L.,23.0,37.0,1998.0,1447.0,4.0,6.0,7.0,5.0,7.0,5.0,2.0,1.0,Completed,1.5,2.63,1.45,2.95,1.52,2.95,1.45,2.78
14,Indian Wells,BNP Paribas Open,2024-03-10,WTA1000,Outdoor,Hard,2nd Round,3,Yuan Y.,Zheng Q.,49.0,8.0,1241.0,4040.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,4.0,1.25,3.99,1.28,4,1.35,3.78,1.27
14,Indian Wells,BNP Paribas Open,2024-03-10,WTA1000,Outdoor,Hard,3rd Round,3,Swiatek I.,Noskova L.,1.0,29.0,10105.0,1613.0,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,1.13,6.0,1.12,7.73,1.14,7.73,1.12,6.36
14,Indian Wells,BNP Paribas Open,2024-03-10,WTA1000,Outdoor,Hard,3rd Round,3,Putintseva Y.,Keys M.,79.0,20.0,898.0,2287.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,2.1,1.73,2.18,1.77,2.19,1.8,2.12,1.73
14,Indian Wells,BNP Paribas Open,2024-03-10,WTA1000,Outdoor,Hard,3rd Round,3,Paolini J.,Kalinskaya A.,14.0,25.0,2700.0,1943.0,6.0,3.0,3.0,6.0,6.0,4.0,2.0,1.0,Completed,2.3,1.62,2.44,1.63,2.45,1.65,2.33,1.61
14,Indian Wells,BNP Paribas Open,2024-03-10,WTA1000,Outdoor,Hard,3rd Round,3,Potapova A.,Podoroska N.,33.0,84.0,1557.0,852.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.3,3.5,1.33,3.68,1.33,3.78,1.3,3.53
14,Indian Wells,BNP Paribas Open,2024-03-10,WTA1000,Outdoor,Hard,3rd Round,3,Kerber A.,Kudermetova V.,607.0,19.0,71.0,2305.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,2.38,1.57,2.4,1.65,2.47,1.65,2.37,1.59
14,Indian Wells,BNP Paribas Open,2024-03-11,WTA1000,Outdoor,Hard,3rd Round,3,Wozniacki C.,Volynets K.,204.0,131.0,373.0,582.0,6.0,2.0,4.0,6.0,6.0,0.0,2.0,1.0,Completed,1.53,2.5,1.52,2.74,1.6,2.77,1.51,2.59
14,Indian Wells,BNP Paribas Open,2024-03-11,WTA1000,Outdoor,Hard,3rd Round,3,Pavlyuchenkova A.,Haddad Maia B.,24.0,13.0,1981.0,2870.0,2.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,1.57,2.38,1.59,2.53,1.62,2.53,1.57,2.42
14,Indian Wells,BNP Paribas Open,2024-03-11,WTA1000,Outdoor,Hard,3rd Round,3,Kostyuk M.,Vondrousova M.,32.0,7.0,1566.0,4070.0,,,,,,,,,Walkover,2.5,1.53,2.6,1.56,2.75,1.57,2.54,1.52
14,Indian Wells,BNP Paribas Open,2024-03-11,WTA1000,Outdoor,Hard,3rd Round,3,Gauff C.,Bronzetti L.,3.0,53.0,6975.0,1192.0,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,1.11,6.5,1.12,7.82,1.13,8.18,1.1,7.08
14,Indian Wells,BNP Paribas Open,2024-03-11,WTA1000,Outdoor,Hard,3rd Round,3,Yuan Y.,Dolehide C.,49.0,51.0,1241.0,1200.0,1.0,6.0,6.0,4.0,7.0,6.0,2.0,1.0,Completed,1.44,2.75,1.52,2.69,1.54,2.75,1.5,2.6
14,Indian Wells,BNP Paribas Open,2024-03-11,WTA1000,Outdoor,Hard,3rd Round,3,Sabalenka A.,Raducanu E.,2.0,250.0,8725.0,301.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.17,5.0,1.23,4.76,1.23,5.05,1.2,4.6
14,Indian Wells,BNP Paribas Open,2024-03-11,WTA1000,Outdoor,Hard,3rd Round,3,Kasatkina D.,Stephens S.,12.0,44.0,3063.0,1297.0,2.0,6.0,6.0,4.0,6.0,4.0,2.0,1.0,Completed,1.73,2.1,1.89,2.02,1.89,2.12,1.8,2.02
14,Indian Wells,BNP Paribas Open,2024-03-11,WTA1000,Outdoor,Hard,3rd Round,3,Mertens E.,Osaka N.,28.0,287.0,1646.0,258.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,2.38,1.57,2.28,1.71,2.38,1.71,2.25,1.65
14,Indian Wells,BNP Paribas Open,2024-03-11,WTA1000,Outdoor,Hard,3rd Round,3,Parry D.,Blinkova A.,61.0,45.0,1098.0,1270.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,2.1,1.73,2.09,1.83,2.25,1.83,2.08,1.76
14,Indian Wells,BNP Paribas Open,2024-03-12,WTA1000,Outdoor,Hard,3rd Round,3,Sakkari M.,Garcia C.,9.0,26.0,3565.0,1920.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.53,2.5,1.6,2.52,1.6,2.52,1.56,2.44
14,Indian Wells,BNP Paribas Open,2024-03-12,WTA1000,Outdoor,Hard,3rd Round,3,Navarro E.,Svitolina E.,23.0,17.0,1998.0,2332.0,6.0,1.0,4.0,6.0,6.0,3.0,2.0,1.0,Completed,2.2,1.67,2.31,1.68,2.32,1.7,2.24,1.65
14,Indian Wells,BNP Paribas Open,2024-03-12,WTA1000,Outdoor,Hard,4th Round,3,Potapova A.,Paolini J.,33.0,14.0,1557.0,2700.0,7.0,5.0,0.0,6.0,6.0,3.0,2.0,1.0,Completed,2.2,1.67,2.14,1.79,2.22,1.81,2.13,1.72
14,Indian Wells,BNP Paribas Open,2024-03-12,WTA1000,Outdoor,Hard,4th Round,3,Kostyuk M.,Pavlyuchenkova A.,32.0,24.0,1566.0,1981.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,2.2,1.67,2.26,1.72,2.36,1.73,2.19,1.69
14,Indian Wells,BNP Paribas Open,2024-03-13,WTA1000,Outdoor,Hard,4th Round,3,Wozniacki C.,Kerber A.,204.0,607.0,373.0,71.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.73,2.1,1.76,2.2,1.81,2.21,1.73,2.12
14,Indian Wells,BNP Paribas Open,2024-03-13,WTA1000,Outdoor,Hard,4th Round,3,Swiatek I.,Putintseva Y.,1.0,79.0,10105.0,898.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.03,15.0,1.05,16.23,1.05,16.23,1.04,12.45
14,Indian Wells,BNP Paribas Open,2024-03-13,WTA1000,Outdoor,Hard,4th Round,3,Navarro E.,Sabalenka A.,23.0,2.0,1998.0,8725.0,6.0,3.0,3.0,6.0,6.0,2.0,2.0,1.0,Completed,4.5,1.2,4.41,1.25,4.54,1.25,4.3,1.22
14,Indian Wells,BNP Paribas Open,2024-03-13,WTA1000,Outdoor,Hard,4th Round,3,Gauff C.,Mertens E.,3.0,28.0,6975.0,1646.0,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,1.29,3.75,1.34,3.57,1.35,3.92,1.3,3.56
14,Indian Wells,BNP Paribas Open,2024-03-13,WTA1000,Outdoor,Hard,4th Round,3,Sakkari M.,Parry D.,9.0,61.0,3565.0,1098.0,6.0,2.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.4,3.0,1.42,3.1,1.44,3.14,1.4,2.97
14,Indian Wells,BNP Paribas Open,2024-03-14,WTA1000,Outdoor,Hard,4th Round,3,Yuan Y.,Kasatkina D.,49.0,12.0,1241.0,3063.0,4.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,2.5,1.53,2.58,1.57,2.62,1.61,2.48,1.54
14,Indian Wells,BNP Paribas Open,2024-03-14,WTA1000,Outdoor,Hard,Quarterfinals,3,Kostyuk M.,Potapova A.,32.0,33.0,1566.0,1557.0,6.0,0.0,7.0,5.0,,,2.0,0.0,Completed,1.67,2.2,1.66,2.34,1.7,2.37,1.66,2.24
